,Meta Data,Technical Analysis: EMA
2015-02-27,,{'EMA': '38.2049'}
2015-02-26,,{'EMA': '38.1564'}
2015-02-25,,{'EMA': '38.1153'}
2015-02-24,,{'EMA': '38.0736'}
2015-02-23,,{'EMA': '38.0102'}
2015-02-20,,{'EMA': '37.9800'}
2015-02-19,,{'EMA': '37.9633'}
2015-02-18,,{'EMA': '37.9740'}
2015-02-17,,{'EMA': '37.9462'}
2015-02-13,,{'EMA': '37.8859'}
2015-02-12,,{'EMA': '37.8981'}
2015-02-11,,{'EMA': '37.9742'}
2015-02-10,,{'EMA': '38.0588'}
2015-02-09,,{'EMA': '38.1440'}
2015-02-06,,{'EMA': '38.2813'}
2015-02-05,,{'EMA': '38.3940'}
2015-02-04,,{'EMA': '38.5580'}
2015-02-03,,{'EMA': '38.7628'}
2015-02-02,,{'EMA': '39.0151'}
2015-01-30,,{'EMA': '39.3831'}
2015-01-29,,{'EMA': '39.7043'}
2015-01-28,,{'EMA': '40.1117'}
2015-01-27,,{'EMA': '40.4022'}
2015-01-26,,{'EMA': '40.7035'}
2015-01-23,,{'EMA': '40.6823'}
2015-01-22,,{'EMA': '40.6277'}
2015-01-21,,{'EMA': '40.6530'}
2015-01-20,,{'EMA': '40.7190'}
2015-01-16,,{'EMA': '40.7604'}
2015-01-15,,{'EMA': '40.8920'}
2015-01-14,,{'EMA': '40.9576'}
2015-01-13,,{'EMA': '41.0524'}
2015-01-12,,{'EMA': '41.0688'}
2015-01-09,,{'EMA': '41.0476'}
2015-01-08,,{'EMA': '41.0078'}
2015-01-07,,{'EMA': '41.0388'}
2015-01-06,,{'EMA': '41.1400'}
2015-01-05,,{'EMA': '41.2164'}
2015-01-02,,{'EMA': '41.3014'}
2014-12-31,,{'EMA': '41.3697'}
2014-12-30,,{'EMA': '41.4386'}
2014-12-29,,{'EMA': '41.4527'}
2014-12-26,,{'EMA': '41.4455'}
2014-12-24,,{'EMA': '41.3758'}
2014-12-23,,{'EMA': '41.2792'}
2014-12-22,,{'EMA': '41.1963'}
2014-12-19,,{'EMA': '41.1565'}
2014-12-18,,{'EMA': '41.1258'}
2014-12-17,,{'EMA': '41.1835'}
2014-12-16,,{'EMA': '41.3801'}
2014-12-15,,{'EMA': '41.5223'}
2014-12-12,,{'EMA': '41.5657'}
2014-12-11,,{'EMA': '41.6499'}
2014-12-10,,{'EMA': '41.7164'}
2014-12-09,,{'EMA': '41.7461'}
2014-12-08,,{'EMA': '41.8196'}
2014-12-05,,{'EMA': '41.8003'}
2014-12-04,,{'EMA': '41.7304'}
2014-12-03,,{'EMA': '41.6910'}
2014-12-02,,{'EMA': '41.6432'}
2014-12-01,,{'EMA': '41.5559'}
2014-11-28,,{'EMA': '41.5433'}
2014-11-26,,{'EMA': '41.5235'}
2014-11-25,,{'EMA': '41.5417'}
2014-11-24,,{'EMA': '41.5469'}
2014-11-21,,{'EMA': '41.5239'}
2014-11-20,,{'EMA': '41.4089'}
2014-11-19,,{'EMA': '41.3712'}
2014-11-18,,{'EMA': '41.2724'}
2014-11-17,,{'EMA': '41.1227'}
2014-11-14,,{'EMA': '40.9608'}
2014-11-13,,{'EMA': '40.7542'}
2014-11-12,,{'EMA': '40.6074'}
2014-11-11,,{'EMA': '40.4676'}
2014-11-10,,{'EMA': '40.2887'}
2014-11-07,,{'EMA': '40.1092'}
2014-11-06,,{'EMA': '39.8884'}
2014-11-05,,{'EMA': '39.7372'}
2014-11-04,,{'EMA': '39.5760'}
2014-11-03,,{'EMA': '39.4420'}
2014-10-31,,{'EMA': '39.3300'}
2014-10-30,,{'EMA': '39.2026'}
2014-10-29,,{'EMA': '39.1160'}
2014-10-28,,{'EMA': '39.0104'}
2014-10-27,,{'EMA': '38.9444'}
2014-10-24,,{'EMA': '38.8848'}
2014-10-23,,{'EMA': '38.7224'}
2014-10-22,,{'EMA': '38.7348'}
2014-10-21,,{'EMA': '38.7157'}
2014-10-20,,{'EMA': '38.7500'}
2014-10-17,,{'EMA': '38.9002'}
2014-10-16,,{'EMA': '39.0532'}
2014-10-15,,{'EMA': '39.2796'}
2014-10-14,,{'EMA': '39.4879'}
2014-10-13,,{'EMA': '39.6418'}
2014-10-10,,{'EMA': '39.8154'}
2014-10-09,,{'EMA': '39.8524'}
2014-10-08,,{'EMA': '39.8153'}
2014-10-07,,{'EMA': '39.8627'}
2014-10-06,,{'EMA': '39.8819'}
2014-10-03,,{'EMA': '39.8806'}
2014-10-02,,{'EMA': '39.8912'}
2014-10-01,,{'EMA': '39.9159'}
2014-09-30,,{'EMA': '39.9050'}
2014-09-29,,{'EMA': '39.8844'}
2014-09-26,,{'EMA': '39.8954'}
2014-09-25,,{'EMA': '39.9118'}
2014-09-24,,{'EMA': '39.8478'}
2014-09-23,,{'EMA': '39.7989'}
2014-09-22,,{'EMA': '39.7261'}
2014-09-19,,{'EMA': '39.6071'}
2014-09-18,,{'EMA': '39.5186'}
2014-09-17,,{'EMA': '39.4403'}
2014-09-16,,{'EMA': '39.3827'}
2014-09-15,,{'EMA': '39.3081'}
2014-09-12,,{'EMA': '39.2131'}
2014-09-11,,{'EMA': '39.0765'}
2014-09-10,,{'EMA': '38.9410'}
2014-09-09,,{'EMA': '38.7850'}
2014-09-08,,{'EMA': '38.6438'}
2014-09-05,,{'EMA': '38.5273'}
2014-09-04,,{'EMA': '38.4778'}
2014-09-03,,{'EMA': '38.4555'}
2014-09-02,,{'EMA': '38.4490'}
2014-08-29,,{'EMA': '38.3641'}
2014-08-28,,{'EMA': '38.3001'}
2014-08-27,,{'EMA': '38.2591'}
2014-08-26,,{'EMA': '38.2010'}
2014-08-25,,{'EMA': '38.1017'}
2014-08-22,,{'EMA': '37.9846'}
2014-08-21,,{'EMA': '37.8601'}
2014-08-20,,{'EMA': '37.7673'}
2014-08-19,,{'EMA': '37.6220'}
2014-08-18,,{'EMA': '37.4942'}
2014-08-15,,{'EMA': '37.3800'}
2014-08-14,,{'EMA': '37.2854'}
2014-08-13,,{'EMA': '37.2243'}
2014-08-12,,{'EMA': '37.1915'}
2014-08-11,,{'EMA': '37.2104'}
2014-08-08,,{'EMA': '37.2123'}
2014-08-07,,{'EMA': '37.2169'}
2014-08-06,,{'EMA': '37.2556'}
2014-08-05,,{'EMA': '37.3067'}
2014-08-04,,{'EMA': '37.3139'}
2014-08-01,,{'EMA': '37.3511'}
2014-07-31,,{'EMA': '37.3713'}
2014-07-30,,{'EMA': '37.3790'}
2014-07-29,,{'EMA': '37.3281'}
2014-07-28,,{'EMA': '37.2859'}
2014-07-25,,{'EMA': '37.2008'}
2014-07-24,,{'EMA': '37.1123'}
2014-07-23,,{'EMA': '36.9608'}
2014-07-22,,{'EMA': '36.7495'}
2014-07-21,,{'EMA': '36.5557'}
2014-07-18,,{'EMA': '36.3803'}
2014-07-17,,{'EMA': '36.1797'}
2014-07-16,,{'EMA': '35.8902'}
2014-07-15,,{'EMA': '35.8246'}
2014-07-14,,{'EMA': '35.7679'}
2014-07-11,,{'EMA': '35.7149'}
2014-07-10,,{'EMA': '35.7014'}
2014-07-09,,{'EMA': '35.7148'}
2014-07-08,,{'EMA': '35.6772'}
2014-07-07,,{'EMA': '35.6453'}
2014-07-03,,{'EMA': '35.6205'}
2014-07-02,,{'EMA': '35.5795'}
2014-07-01,,{'EMA': '35.5498'}
2014-06-30,,{'EMA': '35.5060'}
2014-06-27,,{'EMA': '35.4312'}
2014-06-26,,{'EMA': '35.3970'}
2014-06-25,,{'EMA': '35.3319'}
2014-06-24,,{'EMA': '35.2800'}
2014-06-23,,{'EMA': '35.2118'}
2014-06-20,,{'EMA': '35.1454'}
2014-06-19,,{'EMA': '35.0968'}
2014-06-18,,{'EMA': '35.0326'}
2014-06-17,,{'EMA': '34.9590'}
2014-06-16,,{'EMA': '34.9052'}
2014-06-13,,{'EMA': '34.8674'}
2014-06-12,,{'EMA': '34.8207'}
2014-06-11,,{'EMA': '34.7942'}
2014-06-10,,{'EMA': '34.7548'}
2014-06-09,,{'EMA': '34.7028'}
2014-06-06,,{'EMA': '34.6147'}
2014-06-05,,{'EMA': '34.5101'}
2014-06-04,,{'EMA': '34.4715'}
2014-06-03,,{'EMA': '34.4617'}
2014-06-02,,{'EMA': '34.4174'}
2014-05-30,,{'EMA': '34.3386'}
2014-05-29,,{'EMA': '34.2949'}
2014-05-28,,{'EMA': '34.2726'}
2014-05-27,,{'EMA': '34.2490'}
2014-05-23,,{'EMA': '34.2127'}
2014-05-22,,{'EMA': '34.1632'}
2014-05-21,,{'EMA': '34.1157'}
2014-05-20,,{'EMA': '34.1056'}
2014-05-19,,{'EMA': '34.1048'}
2014-05-16,,{'EMA': '34.1099'}
2014-05-15,,{'EMA': '34.1104'}
2014-05-14,,{'EMA': '34.0749'}
2014-05-13,,{'EMA': '34.0177'}
2014-05-12,,{'EMA': '33.9874'}
2014-05-09,,{'EMA': '33.9932'}
2014-05-08,,{'EMA': '34.0165'}
2014-05-07,,{'EMA': '34.0593'}
2014-05-06,,{'EMA': '34.1166'}
2014-05-05,,{'EMA': '34.1737'}
2014-05-02,,{'EMA': '34.2168'}
2014-05-01,,{'EMA': '34.1968'}
2014-04-30,,{'EMA': '34.1808'}
2014-04-29,,{'EMA': '34.1495'}
2014-04-28,,{'EMA': '34.0553'}
2014-04-25,,{'EMA': '34.0336'}
2014-04-24,,{'EMA': '33.9970'}
2014-04-23,,{'EMA': '34.0037'}
2014-04-22,,{'EMA': '33.9897'}
2014-04-21,,{'EMA': '33.9768'}
2014-04-17,,{'EMA': '33.9482'}
2014-04-16,,{'EMA': '33.9269'}
2014-04-15,,{'EMA': '33.8993'}
2014-04-14,,{'EMA': '33.9303'}
2014-04-11,,{'EMA': '33.9841'}
2014-04-10,,{'EMA': '34.0527'}
2014-04-09,,{'EMA': '34.0052'}
2014-04-08,,{'EMA': '33.9964'}
2014-04-07,,{'EMA': '34.0022'}
2014-04-04,,{'EMA': '33.9906'}
2014-04-03,,{'EMA': '33.8677'}
2014-04-02,,{'EMA': '33.7292'}
2014-04-01,,{'EMA': '33.5639'}
2014-03-31,,{'EMA': '33.4069'}
2014-03-28,,{'EMA': '33.2956'}
2014-03-27,,{'EMA': '33.2279'}
2014-03-26,,{'EMA': '33.1577'}
2014-03-25,,{'EMA': '33.0172'}
2014-03-24,,{'EMA': '32.8474'}
2014-03-21,,{'EMA': '32.6879'}
2014-03-20,,{'EMA': '32.4800'}
2014-03-19,,{'EMA': '32.3768'}
2014-03-18,,{'EMA': '32.2445'}
2014-03-17,,{'EMA': '32.2023'}
2014-03-14,,{'EMA': '32.1866'}
2014-03-13,,{'EMA': '32.1905'}
2014-03-12,,{'EMA': '32.1293'}
2014-03-11,,{'EMA': '32.1148'}
2014-03-10,,{'EMA': '32.0929'}
2014-03-07,,{'EMA': '32.0586'}
2014-03-06,,{'EMA': '31.9961'}
2014-03-05,,{'EMA': '31.9393'}
2014-03-04,,{'EMA': '31.8675'}
2014-03-03,,{'EMA': '31.7927'}
2014-02-28,,{'EMA': '31.7343'}
2014-02-27,,{'EMA': '31.6650'}
2014-02-26,,{'EMA': '31.6340'}
2014-02-25,,{'EMA': '31.5888'}
2014-02-24,,{'EMA': '31.5365'}
2014-02-21,,{'EMA': '31.4721'}
2014-02-20,,{'EMA': '31.3800'}
2014-02-19,,{'EMA': '31.3102'}
2014-02-18,,{'EMA': '31.2634'}
2014-02-14,,{'EMA': '31.1769'}
2014-02-13,,{'EMA': '31.1259'}
2014-02-12,,{'EMA': '31.0749'}
2014-02-11,,{'EMA': '31.0171'}
2014-02-10,,{'EMA': '30.9934'}
2014-02-07,,{'EMA': '30.9884'}
2014-02-06,,{'EMA': '31.0093'}
2014-02-05,,{'EMA': '31.0763'}
2014-02-04,,{'EMA': '31.1085'}
2014-02-03,,{'EMA': '31.0863'}
2014-01-31,,{'EMA': '30.9966'}
2014-01-30,,{'EMA': '30.9648'}
2014-01-29,,{'EMA': '30.9435'}
2014-01-28,,{'EMA': '30.9887'}
2014-01-27,,{'EMA': '31.0265'}
2014-01-24,,{'EMA': '31.0045'}
2014-01-23,,{'EMA': '30.9313'}
2014-01-22,,{'EMA': '30.9659'}
2014-01-21,,{'EMA': '30.9896'}
2014-01-17,,{'EMA': '30.9682'}
2014-01-16,,{'EMA': '30.9438'}
2014-01-15,,{'EMA': '30.9288'}
2014-01-14,,{'EMA': '30.9793'}
2014-01-13,,{'EMA': '31.1340'}
2014-01-10,,{'EMA': '31.1973'}
2014-01-09,,{'EMA': '31.2747'}
2014-01-08,,{'EMA': '31.3614'}
2014-01-07,,{'EMA': '31.4467'}
2014-01-06,,{'EMA': '31.5129'}
2014-01-03,,{'EMA': '31.5413'}
2014-01-02,,{'EMA': '31.5429'}
2013-12-31,,{'EMA': '31.5319'}
2013-12-30,,{'EMA': '31.5156'}
2013-12-27,,{'EMA': '31.5129'}
2013-12-26,,{'EMA': '31.4794'}
2013-12-24,,{'EMA': '31.4748'}
2013-12-23,,{'EMA': '31.5104'}
2013-12-20,,{'EMA': '31.5419'}
2013-12-19,,{'EMA': '31.6283'}
2013-12-18,,{'EMA': '31.6970'}
2013-12-17,,{'EMA': '31.7853'}
2013-12-16,,{'EMA': '31.8333'}
2013-12-13,,{'EMA': '31.9039'}
2013-12-12,,{'EMA': '31.9231'}
2013-12-11,,{'EMA': '31.9255'}
2013-12-10,,{'EMA': '31.8926'}
2013-12-09,,{'EMA': '31.8098'}
2013-12-06,,{'EMA': '31.7230'}
2013-12-05,,{'EMA': '31.6393'}
2013-12-04,,{'EMA': '31.5108'}
2013-12-03,,{'EMA': '31.4238'}
2013-12-02,,{'EMA': '31.3339'}
2013-11-29,,{'EMA': '31.2393'}
2013-11-27,,{'EMA': '31.1581'}
2013-11-26,,{'EMA': '31.0900'}
2013-11-25,,{'EMA': '31.0151'}
2013-11-22,,{'EMA': '30.9022'}
2013-11-21,,{'EMA': '30.8123'}
2013-11-20,,{'EMA': '30.7350'}
2013-11-19,,{'EMA': '30.6839'}
2013-11-18,,{'EMA': '30.6294'}
2013-11-15,,{'EMA': '30.5510'}
2013-11-14,,{'EMA': '30.4143'}
2013-11-13,,{'EMA': '30.2707'}
2013-11-12,,{'EMA': '30.1875'}
2013-11-11,,{'EMA': '30.0624'}
2013-11-08,,{'EMA': '29.8987'}
2013-11-07,,{'EMA': '29.7203'}
2013-11-06,,{'EMA': '29.4997'}
2013-11-05,,{'EMA': '29.3176'}
2013-11-04,,{'EMA': '29.2392'}
2013-11-01,,{'EMA': '29.1699'}
2013-10-31,,{'EMA': '29.0868'}
2013-10-30,,{'EMA': '28.9963'}
2013-10-29,,{'EMA': '28.9076'}
2013-10-28,,{'EMA': '28.8017'}
2013-10-25,,{'EMA': '28.6869'}
2013-10-24,,{'EMA': '28.5379'}
2013-10-23,,{'EMA': '28.5472'}
2013-10-22,,{'EMA': '28.5129'}
2013-10-21,,{'EMA': '28.4189'}
2013-10-18,,{'EMA': '28.3187'}
2013-10-17,,{'EMA': '28.2220'}
2013-10-16,,{'EMA': '28.1468'}
2013-10-15,,{'EMA': '28.0515'}
2013-10-14,,{'EMA': '27.9407'}
2013-10-11,,{'EMA': '27.8836'}
2013-10-10,,{'EMA': '27.8392'}
2013-10-09,,{'EMA': '27.8216'}
2013-10-08,,{'EMA': '27.8224'}
2013-10-07,,{'EMA': '27.8031'}
2013-10-04,,{'EMA': '27.7575'}
2013-10-03,,{'EMA': '27.6997'}
2013-10-02,,{'EMA': '27.6202'}
2013-10-01,,{'EMA': '27.5764'}
2013-09-30,,{'EMA': '27.5292'}
2013-09-27,,{'EMA': '27.5066'}
2013-09-26,,{'EMA': '27.4919'}
2013-09-25,,{'EMA': '27.4958'}
2013-09-24,,{'EMA': '27.5128'}
2013-09-23,,{'EMA': '27.4996'}
2013-09-20,,{'EMA': '27.5127'}
2013-09-19,,{'EMA': '27.4540'}
2013-09-18,,{'EMA': '27.3836'}
2013-09-17,,{'EMA': '27.3473'}
2013-09-16,,{'EMA': '27.2712'}
2013-09-13,,{'EMA': '27.1909'}
2013-09-12,,{'EMA': '27.1539'}
2013-09-11,,{'EMA': '27.1173'}
2013-09-10,,{'EMA': '27.0898'}
2013-09-09,,{'EMA': '27.1158'}
2013-09-06,,{'EMA': '27.2015'}
2013-09-05,,{'EMA': '27.2883'}
2013-09-04,,{'EMA': '27.4015'}
2013-09-03,,{'EMA': '27.5016'}
2013-08-30,,{'EMA': '27.5814'}
2013-08-29,,{'EMA': '27.5329'}
2013-08-28,,{'EMA': '27.5166'}
2013-08-27,,{'EMA': '27.4600'}
2013-08-26,,{'EMA': '27.3872'}
2013-08-23,,{'EMA': '27.2327'}
2013-08-22,,{'EMA': '26.9980'}
2013-08-21,,{'EMA': '26.9908'}
2013-08-20,,{'EMA': '27.0313'}
2013-08-19,,{'EMA': '27.0902'}
2013-08-16,,{'EMA': '27.1280'}
2013-08-15,,{'EMA': '27.1671'}
2013-08-14,,{'EMA': '27.1925'}
2013-08-13,,{'EMA': '27.2085'}
2013-08-12,,{'EMA': '27.1951'}
2013-08-09,,{'EMA': '27.2039'}
2013-08-08,,{'EMA': '27.1877'}
2013-08-07,,{'EMA': '27.2141'}
2013-08-06,,{'EMA': '27.3017'}
2013-08-05,,{'EMA': '27.3971'}
2013-08-02,,{'EMA': '27.4729'}
2013-08-01,,{'EMA': '27.5737'}
2013-07-31,,{'EMA': '27.6538'}
2013-07-30,,{'EMA': '27.7494'}
2013-07-29,,{'EMA': '27.8704'}
2013-07-26,,{'EMA': '28.0294'}
2013-07-25,,{'EMA': '28.2218'}
2013-07-24,,{'EMA': '28.4034'}
2013-07-23,,{'EMA': '28.5685'}
2013-07-22,,{'EMA': '28.7606'}
2013-07-19,,{'EMA': '28.9894'}
2013-07-18,,{'EMA': '29.1826'}
2013-07-17,,{'EMA': '29.1179'}
2013-07-16,,{'EMA': '28.9950'}
2013-07-15,,{'EMA': '28.8873'}
2013-07-12,,{'EMA': '28.7981'}
2013-07-11,,{'EMA': '28.7066'}
2013-07-10,,{'EMA': '28.6544'}
2013-07-09,,{'EMA': '28.6522'}
2013-07-08,,{'EMA': '28.6296'}
2013-07-05,,{'EMA': '28.6240'}
2013-07-03,,{'EMA': '28.6396'}
2013-07-02,,{'EMA': '28.6926'}
2013-07-01,,{'EMA': '28.6883'}
2013-06-28,,{'EMA': '28.6552'}
2013-06-27,,{'EMA': '28.6497'}
2013-06-26,,{'EMA': '28.6319'}
2013-06-25,,{'EMA': '28.6458'}
2013-06-24,,{'EMA': '28.6643'}
2013-06-21,,{'EMA': '28.7800'}
2013-06-20,,{'EMA': '28.8470'}
2013-06-19,,{'EMA': '28.8707'}
2013-06-18,,{'EMA': '28.8383'}
2013-06-17,,{'EMA': '28.8018'}
2013-06-14,,{'EMA': '28.7850'}
2013-06-13,,{'EMA': '28.7782'}
2013-06-12,,{'EMA': '28.7341'}
2013-06-11,,{'EMA': '28.6730'}
2013-06-10,,{'EMA': '28.6132'}
2013-06-07,,{'EMA': '28.5091'}
2013-06-06,,{'EMA': '28.4164'}
2013-06-05,,{'EMA': '28.3485'}
2013-06-04,,{'EMA': '28.2939'}
2013-06-03,,{'EMA': '28.1487'}
2013-05-31,,{'EMA': '28.0474'}
2013-05-30,,{'EMA': '27.9444'}
2013-05-29,,{'EMA': '27.8285'}
2013-05-28,,{'EMA': '27.7103'}
2013-05-24,,{'EMA': '27.6069'}
2013-05-23,,{'EMA': '27.5349'}
2013-05-22,,{'EMA': '27.4299'}
2013-05-21,,{'EMA': '27.2676'}
2013-05-20,,{'EMA': '27.0632'}
2013-05-17,,{'EMA': '26.8692'}
2013-05-16,,{'EMA': '26.7059'}
2013-05-15,,{'EMA': '26.5672'}
2013-05-14,,{'EMA': '26.4306'}
2013-05-13,,{'EMA': '26.3295'}
2013-05-10,,{'EMA': '26.2578'}
2013-05-09,,{'EMA': '26.1739'}
2013-05-08,,{'EMA': '26.0667'}
2013-05-07,,{'EMA': '25.9308'}
2013-05-06,,{'EMA': '25.7329'}
2013-05-03,,{'EMA': '25.5343'}
2013-05-02,,{'EMA': '25.3316'}
2013-05-01,,{'EMA': '25.1584'}
2013-04-30,,{'EMA': '24.9430'}
2013-04-29,,{'EMA': '24.7368'}
2013-04-26,,{'EMA': '24.5730'}
2013-04-25,,{'EMA': '24.3844'}
2013-04-24,,{'EMA': '24.1928'}
2013-04-23,,{'EMA': '24.0725'}
2013-04-22,,{'EMA': '23.9343'}
2013-04-19,,{'EMA': '23.8155'}
2013-04-18,,{'EMA': '23.7403'}
2013-04-17,,{'EMA': '23.7132'}
2013-04-16,,{'EMA': '23.6917'}
2013-04-15,,{'EMA': '23.6639'}
2013-04-12,,{'EMA': '23.6540'}
2013-04-11,,{'EMA': '23.6266'}
2013-04-10,,{'EMA': '23.5757'}
2013-04-09,,{'EMA': '23.4807'}
2013-04-08,,{'EMA': '23.4459'}
2013-04-05,,{'EMA': '23.4076'}
2013-04-04,,{'EMA': '23.4077'}
2013-04-03,,{'EMA': '23.3938'}
2013-04-02,,{'EMA': '23.3487'}
2013-04-01,,{'EMA': '23.3123'}
2013-03-28,,{'EMA': '23.2681'}
2013-03-27,,{'EMA': '23.2460'}
2013-03-26,,{'EMA': '23.2367'}
2013-03-25,,{'EMA': '23.2181'}
2013-03-22,,{'EMA': '23.1927'}
2013-03-21,,{'EMA': '23.1738'}
2013-03-20,,{'EMA': '23.1598'}
2013-03-19,,{'EMA': '23.1252'}
2013-03-18,,{'EMA': '23.1054'}
2013-03-15,,{'EMA': '23.1036'}
2013-03-14,,{'EMA': '23.0891'}
2013-03-13,,{'EMA': '23.0757'}
2013-03-12,,{'EMA': '23.0717'}
2013-03-11,,{'EMA': '23.0698'}
2013-03-08,,{'EMA': '23.0595'}
2013-03-07,,{'EMA': '23.0223'}
2013-03-06,,{'EMA': '22.9931'}
2013-03-05,,{'EMA': '22.9527'}
2013-03-04,,{'EMA': '22.9015'}
2013-03-01,,{'EMA': '22.8818'}
2013-02-28,,{'EMA': '22.8709'}
2013-02-27,,{'EMA': '22.8456'}
2013-02-26,,{'EMA': '22.8559'}
2013-02-25,,{'EMA': '22.8706'}
2013-02-22,,{'EMA': '22.8378'}
2013-02-21,,{'EMA': '22.8258'}
2013-02-20,,{'EMA': '22.8076'}
2013-02-19,,{'EMA': '22.7552'}
2013-02-15,,{'EMA': '22.7183'}
2013-02-14,,{'EMA': '22.6834'}
2013-02-13,,{'EMA': '22.6549'}
2013-02-12,,{'EMA': '22.6227'}
2013-02-11,,{'EMA': '22.5914'}
2013-02-08,,{'EMA': '22.5759'}
2013-02-07,,{'EMA': '22.5835'}
2013-02-06,,{'EMA': '22.5919'}
2013-02-05,,{'EMA': '22.5987'}
2013-02-04,,{'EMA': '22.5864'}
2013-02-01,,{'EMA': '22.5522'}
2013-01-31,,{'EMA': '22.5312'}
2013-01-30,,{'EMA': '22.4981'}
2013-01-29,,{'EMA': '22.4437'}
2013-01-28,,{'EMA': '22.3994'}
2013-01-25,,{'EMA': '22.3351'}
2013-01-24,,{'EMA': '22.2997'}
2013-01-23,,{'EMA': '22.2509'}
2013-01-22,,{'EMA': '22.2383'}
2013-01-18,,{'EMA': '22.2163'}
2013-01-17,,{'EMA': '22.2085'}
2013-01-16,,{'EMA': '22.1926'}
2013-01-15,,{'EMA': '22.1783'}
2013-01-14,,{'EMA': '22.1889'}
2013-01-11,,{'EMA': '22.1949'}
2013-01-10,,{'EMA': '22.2352'}
2013-01-09,,{'EMA': '22.2663'}
2013-01-08,,{'EMA': '22.2948'}
2013-01-07,,{'EMA': '22.3236'}
2013-01-04,,{'EMA': '22.3537'}
2013-01-03,,{'EMA': '22.3457'}
2013-01-02,,{'EMA': '22.3073'}
2012-12-31,,{'EMA': '22.2963'}
2012-12-28,,{'EMA': '22.3384'}
2012-12-27,,{'EMA': '22.3750'}
2012-12-26,,{'EMA': '22.4003'}
2012-12-24,,{'EMA': '22.4167'}
2012-12-21,,{'EMA': '22.4208'}
2012-12-20,,{'EMA': '22.4046'}
2012-12-19,,{'EMA': '22.3943'}
2012-12-18,,{'EMA': '22.3558'}
2012-12-17,,{'EMA': '22.3496'}
2012-12-14,,{'EMA': '22.3807'}
2012-12-13,,{'EMA': '22.3885'}
2012-12-12,,{'EMA': '22.3799'}
2012-12-11,,{'EMA': '22.3531'}
2012-12-10,,{'EMA': '22.3631'}
2012-12-07,,{'EMA': '22.4144'}
2012-12-06,,{'EMA': '22.4495'}
2012-12-05,,{'EMA': '22.4889'}
2012-12-04,,{'EMA': '22.5676'}
2012-12-03,,{'EMA': '22.6443'}
2012-11-30,,{'EMA': '22.7057'}
2012-11-29,,{'EMA': '22.7509'}
2012-11-28,,{'EMA': '22.7958'}
2012-11-27,,{'EMA': '22.8534'}
2012-11-26,,{'EMA': '22.8879'}
2012-11-23,,{'EMA': '22.9111'}
2012-11-21,,{'EMA': '22.9621'}
2012-11-20,,{'EMA': '23.0610'}
2012-11-19,,{'EMA': '23.1657'}
2012-11-16,,{'EMA': '23.2775'}
2012-11-15,,{'EMA': '23.4112'}
2012-11-14,,{'EMA': '23.5411'}
2012-11-13,,{'EMA': '23.6542'}
2012-11-12,,{'EMA': '23.7968'}
2012-11-09,,{'EMA': '23.8158'}
2012-11-08,,{'EMA': '23.8415'}
2012-11-07,,{'EMA': '23.8503'}
2012-11-06,,{'EMA': '23.8264'}
2012-11-05,,{'EMA': '23.7766'}
2012-11-02,,{'EMA': '23.7380'}
2012-11-01,,{'EMA': '23.6981'}
2012-10-31,,{'EMA': '23.7153'}
2012-10-26,,{'EMA': '23.7579'}
2012-10-25,,{'EMA': '23.8611'}
2012-10-24,,{'EMA': '23.9476'}
2012-10-23,,{'EMA': '24.0453'}
2012-10-22,,{'EMA': '24.1849'}
2012-10-19,,{'EMA': '24.2598'}
2012-10-18,,{'EMA': '24.3161'}
2012-10-17,,{'EMA': '24.3290'}
2012-10-16,,{'EMA': '24.3719'}
2012-10-15,,{'EMA': '24.4067'}
2012-10-12,,{'EMA': '24.4516'}
2012-10-11,,{'EMA': '24.5335'}
2012-10-10,,{'EMA': '24.6037'}
2012-10-09,,{'EMA': '24.6862'}
2012-10-08,,{'EMA': '24.7338'}
2012-10-05,,{'EMA': '24.7893'}
2012-10-04,,{'EMA': '24.8023'}
2012-10-03,,{'EMA': '24.8390'}
2012-10-02,,{'EMA': '24.8961'}
2012-10-01,,{'EMA': '24.9646'}
2012-09-28,,{'EMA': '25.0293'}
2012-09-27,,{'EMA': '25.0704'}
2012-09-26,,{'EMA': '25.1164'}
2012-09-25,,{'EMA': '25.1580'}
2012-09-24,,{'EMA': '25.1491'}
2012-09-21,,{'EMA': '25.1352'}
2012-09-20,,{'EMA': '25.0849'}
2012-09-19,,{'EMA': '25.0687'}
2012-09-18,,{'EMA': '25.0394'}
2012-09-17,,{'EMA': '25.0064'}
2012-09-14,,{'EMA': '24.9628'}
2012-09-13,,{'EMA': '24.9295'}
2012-09-12,,{'EMA': '24.9026'}
2012-09-11,,{'EMA': '24.8690'}
2012-09-10,,{'EMA': '24.8524'}
2012-09-07,,{'EMA': '24.8228'}
2012-09-06,,{'EMA': '24.7730'}
2012-09-05,,{'EMA': '24.7623'}
2012-09-04,,{'EMA': '24.7734'}
2012-08-31,,{'EMA': '24.7669'}
2012-08-30,,{'EMA': '24.7474'}
2012-08-29,,{'EMA': '24.7317'}
2012-08-28,,{'EMA': '24.7045'}
2012-08-27,,{'EMA': '24.6707'}
2012-08-24,,{'EMA': '24.6147'}
2012-08-23,,{'EMA': '24.6086'}
2012-08-22,,{'EMA': '24.5904'}
2012-08-21,,{'EMA': '24.5541'}
2012-08-20,,{'EMA': '24.5003'}
2012-08-17,,{'EMA': '24.4363'}
